Date,Description
2022-02-11,"['C6', 'C3503', 'C3204', 'C956', 'C1910', 'C3735', 'C1224', 'C2319', 'C3700', 'C2289', 'C1139', 'C2439', 'C589', 'C531', 'C2405', 'C1381', 'C1024', 'C3721', 'C2310', 'C2943', 'C1771', 'C3336', 'C3229', 'C1348', 'C2042', 'C1536', 'C1217', 'C655', 'C1534', 'C379', 'C2276', 'C2701', 'C1828', 'C3032', 'C3405', 'C2122', 'C2099', 'C1509', 'C1719']"
2022-02-11,"['C3140', 'C2559', 'C2445', 'C2709', 'C1940', 'C2648', 'C2175', 'C211', 'C2872', 'C1307', 'C2638', 'C1992']"
2022-02-11,"['C2247', 'C3521', 'C3382', 'C2474', 'C1937', 'C613', 'C2168', 'C1787', 'C3553', 'C323', 'C1120', 'C2095', 'C1123', 'C203', 'C150', 'C3133', 'C2767', 'C3606', 'C1073', 'C2475', 'C3651', 'C1131', 'C1864', 'C3442', 'C3557', 'C802', 'C1179', 'C2869', 'C3021', 'C2264', 'C2776', 'C3617', 'C2236', 'C1843', 'C3526', 'C806', 'C3355', 'C1423', 'C865', 'C3100', 'C2961', 'C3195', 'C301', 'C139', 'C1143']"
2022-02-11,"['C2532', 'C340', 'C1', 'C2519', 'C2680', 'C3549', 'C2412', 'C2484', 'C2387', 'C3414', 'C317', 'C1079', 'C2653', 'C3650', 'C2447', 'C1112', 'C2813', 'C2266', 'C3537', 'C2314', 'C2314', 'C2986', 'C1530', 'C2140', 'C1987', 'C3734', 'C3734', 'C2681', 'C2563', 'C1450', 'C1984', 'C255', 'C2743', 'C1797', 'C3328', 'C3213', 'C1894', 'C1522', 'C2131', 'C2375', 'C2645', 'C616', 'C3508', 'C2967', 'C3137', 'C2855', 'C3154', 'C934', 'C1502', 'C1605', 'C2061', 'C3316', 'C2034', 'C574', 'C1105', 'C1388', 'C177', 'C3643']"
2022-02-11,"['C425', 'C3323', 'C788', 'C54', 'C2214', 'C3087', 'C3500', 'C1830', 'C1322', 'C3716', 'C644', 'C281', 'C2611', 'C3009', 'C3037', 'C1694', 'C3502', 'C2826', 'C2451', 'C2366', 'C951', 'C2614', 'C1431', 'C1671', 'C2248', 'C318', 'C1668', 'C171', 'C1995', 'C3542', 'C473', 'C972', 'C3743', 'C2677', 'C2549', 'C1725', 'C274', 'C420', 'C2513', 'C2950', 'C1715', 'C1715', 'C2754', 'C2371', 'C3141', 'C1060', 'C1034', 'C3695']"
2022-02-11,"['C1277', 'C3697', 'C1115', 'C2596', 'C2518', 'C1639', 'C1831', 'C1888', 'C1516', 'C1516', 'C2869', 'C827', 'C1320', 'C102', 'C2702', 'C278', 'C213', 'C152', 'C1790', 'C3064']"
2022-02-11,"['C3645', 'C2946', 'C249', 'C3184', 'C1867', 'C3397', 'C2654', 'C1917', 'C1049', 'C548', 'C548']"
2022-02-12,"['C3319', 'C1851', 'C2969', 'C231', 'C2214', 'C1571', 'C534', 'C2030', 'C3370', 'C2423']"
2022-02-12,"['C985', 'C1556', 'C432', 'C280', 'C1426', 'C804', 'C2173', 'C431', 'C103', 'C1147', 'C1801', 'C930', 'C3014', 'C2674', 'C3335', 'C823', 'C823', 'C453', 'C1110', 'C380', 'C3067', 'C811', 'C416', 'C2017', 'C2669', 'C107', 'C959', 'C3142', 'C3718', 'C1149', 'C1551', 'C277', 'C407', 'C2137', 'C3745', 'C3053', 'C1159', 'C2384', 'C2384', 'C2923', 'C714', 'C1243', 'C3214', 'C1220', 'C1006', 'C697', 'C1374', 'C2871', 'C2501']"
2022-02-13,"['C1808', 'C425', 'C3677', 'C2386', 'C3323', 'C788', 'C2166', 'C3087', 'C3500', 'C1382', 'C3716', 'C1850', 'C587', 'C2611', 'C1976', 'C1408', 'C1934', 'C3009', 'C1751', 'C1077', 'C450']"
2022-02-14,"['C1300', 'C3085', 'C1529', 'C2941', 'C1354', 'C3380', 'C3380', 'C2979', 'C1834', 'C3727']"
2022-02-15,"['C1446', 'C1446', 'C1446', 'C1446', 'C2321']"
2022-02-15,"['C1570', 'C2756', 'C3', 'C1230', 'C3544', 'C1889', 'C1653', 'C2230', 'C346', 'C2965', 'C11', 'C883', 'C1200', 'C2960', 'C3720', 'C1537', 'C1030', 'C3056', 'C1218', 'C1437', 'C3294', 'C2750']"
2022-02-16,"['C2037', 'C1696', 'C1392', 'C2108', 'C2678', 'C733', 'C2033', 'C1583', 'C440', 'C820', 'C3077', 'C368', 'C569', 'C309', 'C1237', 'C192', 'C3688', 'C3471', 'C2598', 'C2000', 'C2477', 'C3055', 'C3484', 'C2260', 'C3458', 'C2972', 'C2302', 'C51', 'C3039', 'C2991', 'C2660', 'C2222', 'C464', 'C2606', 'C1971', 'C173', 'C1353', 'C2271', 'C1438', 'C1088', 'C3175', 'C577', 'C2728', 'C1599', 'C3711', 'C3016', 'C705', 'C383', 'C968', 'C3315']"
2022-02-16,"['C2147', 'C2591', 'C2770', 'C850', 'C981', 'C2385', 'C332', 'C1884', 'C1936', 'C3685']"
2022-02-16,"['C3722', 'C3387', 'C2768']"
2022-02-16,"['C3169', 'C3242', 'C2428', 'C1367', 'C1535', 'C2229', 'C3591', 'C1732', 'C2144', 'C909', 'C2964', 'C2031', 'C636', 'C3389', 'C3389', 'C2368', 'C3597', 'C3109', 'C2002', 'C17', 'C3125', 'C1334', 'C3013', 'C673', 'C814', 'C363', 'C3710', 'C558']"
2022-02-17,"['C3276', 'C425', 'C3323', 'C2214', 'C3087', 'C3500', 'C1382', 'C1322', 'C644', 'C1850', 'C1247', 'C281', 'C1973', 'C2611', 'C720', 'C2636', 'C766', 'C1934', 'C2084', 'C773', 'C637']"
2022-02-17,"['C1565', 'C900', 'C2564', 'C547', 'C2283', 'C1040', 'C1067', 'C1257', 'C199', 'C2538', 'C3513', 'C3291', 'C3362', 'C542', 'C1100', 'C137', 'C2169', 'C551', 'C2622', 'C378', 'C2021', 'C3306', 'C2198', 'C3562', 'C1802', 'C545', 'C2862']"
2022-02-17,"['C984', 'C2666', 'C128', 'C1362', 'C1362', 'C1362', 'C1189', 'C776', 'C1229', 'C2710', 'C2479', 'C885', 'C2227', 'C3364', 'C607', 'C2753', 'C370', 'C1428', 'C141', 'C2927', 'C1089', 'C285', 'C698']"
2022-02-17,"['C1673', 'C2078', 'C526', 'C2408', 'C2444', 'C2446', 'C2178', 'C2328', 'C2328', 'C1187']"
2022-02-17,"['C749', 'C519', 'C2659', 'C3179', 'C115', 'C721', 'C3052', 'C2041', 'C3729', 'C483', 'C2562', 'C2828', 'C1679']"
2022-02-18,"['C1394', 'C3637', 'C687', 'C1757', 'C2654', 'C2738', 'C2673', 'C923']"
2022-02-18,"['C3110', 'C1441', 'C191', 'C1840', 'C104', 'C1256', 'C292', 'C2895', 'C872', 'C3302', 'C1276', 'C1383', 'C710', 'C1752', 'C2848', 'C1728', 'C434', 'C2931', 'C2619', 'C826', 'C2973', 'C3545', 'C1986', 'C2955', 'C1773', 'C2506', 'C2506', 'C2819', 'C2963', 'C1799', 'C2138', 'C2981', 'C2618', 'C1572', 'C347', 'C3225', 'C2074', 'C3425', 'C1191', 'C1021', 'C2958', 'C2278', 'C1531', 'C3018', 'C3457', 'C649', 'C2558', 'C120', 'C830', 'C2012', 'C2337', 'C3465']"
2022-02-18,"['C6', 'C3204', 'C956', 'C1910', 'C3700', 'C2289', 'C1139', 'C2405', 'C1024', 'C3721', 'C2310', 'C3336', 'C3157', 'C3261', 'C1536', 'C954', 'C485', 'C1217', 'C655', 'C1534', 'C379', 'C2701', 'C1828', 'C3032', 'C3405', 'C964']"
2022-02-19,"['C3319', 'C1851', 'C1808', 'C2969', 'C231', 'C3677', 'C2386', 'C788', 'C2166', 'C54', 'C2214', 'C1471', 'C3087', 'C1571', 'C3500', 'C534', 'C1382', 'C2030', 'C3716', 'C3370', 'C644', 'C2295', 'C1850', 'C822', 'C587', 'C556', 'C1934', 'C2584', 'C1751', 'C3310']"
2022-02-19,"['C496', 'C554', 'C1734', 'C351', 'C3180', 'C2508', 'C395', 'C3216', 'C2345', 'C1013', 'C775', 'C2089', 'C2537', 'C1062', 'C2421', 'C777', 'C857', 'C2014', 'C3367', 'C1023', 'C641', 'C3652', 'C2812', 'C1526', 'C350', 'C2531', 'C3423', 'C1161', 'C1512', 'C3230']"
2022-02-19,"['C2246', 'C2313', 'C3098', 'C2820', 'C1350', 'C1886', 'C2063', 'C73', 'C988', 'C1343']"
2022-02-20,"['C369', 'C1081', 'C425', 'C2481', 'C3323', 'C2204', 'C3500', 'C1830', 'C1382', 'C1322', 'C62', 'C522', 'C1408', 'C1287', 'C2665', 'C2755', 'C1056', 'C578', 'C3728', 'C1694']"
2022-02-21,"['C491', 'C263', 'C3677', 'C788', 'C54', 'C2214', 'C3087', 'C2309', 'C3716', 'C644', 'C1850', 'C822', 'C1247', 'C281', 'C2611', 'C2487', 'C1281', 'C3070']"
2022-02-21,"['C275', 'C2403', 'C125', 'C1158', 'C3549', 'C1069', 'C3611', 'C116', 'C2647', 'C91', 'C1942', 'C3424', 'C58', 'C934', 'C1758', 'C3212']"
2022-02-22,"['C1446', 'C1446', 'C1446', 'C1446', 'C2321', 'C2321', 'C2321']"
2022-02-23,"['C381', 'C2570', 'C3524', 'C1573']"
2022-02-24,"['C1673', 'C2720', 'C243', 'C813', 'C526', 'C2408', 'C2444', 'C2446', 'C752', 'C2937', 'C2178', 'C2328', 'C1187']"
2022-02-24,"['C676', 'C757', 'C3536', 'C648', 'C2834', 'C1623', 'C2190', 'C1846', 'C1729', 'C3248', 'C2586', 'C140', 'C2555', 'C694', 'C3528', 'C856', 'C873', 'C1316', 'C3206', 'C2934', 'C78', 'C2809', 'C1239', 'C2082', 'C2878', 'C2600', 'C1098', 'C3631', 'C95', 'C3104', 'C3386', 'C770', 'C770', 'C49', 'C49', 'C1075', 'C293', 'C3569', 'C3569', 'C622', 'C2018', 'C2018', 'C1871', 'C230']"
2022-02-24,"['C807', 'C1474', 'C2159', 'C1376', 'C677', 'C541', 'C3028', 'C3149', 'C356', 'C1772', 'C3103', 'C1831', 'C684', 'C1956', 'C1956', 'C1956', 'C1610', 'C3736', 'C2395', 'C1699', 'C2456', 'C1421', 'C2348', 'C433', 'C604', 'C1827', 'C3164']"
2022-02-24,"['C3349', 'C3040', 'C202', 'C586', 'C126']"
2022-02-25,"['C6', 'C3503', 'C3204', 'C956', 'C1910', 'C3735', 'C1224', 'C2319', 'C3700', 'C1770', 'C2779', 'C2289', 'C1139', 'C2439', 'C589', 'C2220', 'C2405', 'C1381', 'C2807', 'C3721', 'C2310', 'C2943', 'C2160', 'C3336', 'C3229', 'C1348', 'C2042', 'C2810', 'C3261', 'C485', 'C1217', 'C3610', 'C3534', 'C655', 'C1534', 'C2861', 'C379', 'C2701', 'C1828', 'C3032', 'C3405', 'C2122', 'C2498', 'C2099', 'C1832', 'C964', 'C1425']"
2022-02-25,"['C3590', 'C1577', 'C1155']"
2022-02-25,"['C1722', 'C3242', 'C3135', 'C807', 'C1474', 'C1376', 'C1027', 'C3270', 'C3020', 'C790', 'C2737', 'C1299', 'C83', 'C863', 'C828', 'C2005', 'C2005', 'C2005', 'C2005', 'C2005', 'C2573', 'C2290', 'C771', 'C1644', 'C3205', 'C947', 'C2702', 'C2850', 'C3340', 'C1065', 'C1698', 'C206', 'C3608', 'C1111', 'C145', 'C3005', 'C858', 'C1222', 'C887', 'C1724', 'C617', 'C3478', 'C3626', 'C1958', 'C2992']"
2022-02-25,"['C1309', 'C2234', 'C3573', 'C686', 'C2709', 'C1786', 'C3509', 'C2656', 'C2648', 'C2977', 'C1404', 'C1693', 'C122', 'C624', 'C1307', 'C661', 'C525', 'C2751', 'C400', 'C2450']"
2022-02-25,"['C439', 'C581', 'C1147', 'C2059', 'C628', 'C2901', 'C3019', 'C2017', 'C481', 'C2860', 'C1159', 'C1243', 'C1374', 'C985', 'C1556', 'C432', 'C280', 'C2331', 'C1426', 'C804', 'C2173', 'C431', 'C103', 'C930', 'C3014', 'C2674', 'C3335', 'C234', 'C86', 'C453', 'C1110', 'C380', 'C3067', 'C3108', 'C811', 'C416', 'C2669', 'C107', 'C959', 'C3718', 'C1149', 'C1551', 'C407', 'C2137', 'C2384', 'C2923', 'C714', 'C3214', 'C1006', 'C697', 'C2871', 'C2501']"
2022-02-25,"['C1081', 'C3323', 'C788', 'C54', 'C2214', 'C1471', 'C3500', 'C1382', 'C3716', 'C1850', 'C2311', 'C2009', 'C2792', 'C2303', 'C1751', 'C450', 'C1694', 'C962', 'C3356']"
2022-02-26,"['C3319', 'C1851', 'C2969', 'C231', 'C2214', 'C3087', 'C1571', 'C534', 'C1382', 'C2030', 'C3370', 'C2611', 'C2636', 'C1976', 'C2665', 'C1934', 'C994', 'C3231', 'C3653', 'C3461']"
2022-02-28,"['C819', 'C337', 'C3497', 'C3663', 'C3549', 'C2412', 'C2548', 'C2387', 'C153', 'C346', 'C3338', 'C603', 'C320', 'C317', 'C2653', 'C3134', 'C3650', 'C1112', 'C116', 'C91', 'C499', 'C1530', 'C2140', 'C2043', 'C2563', 'C1450', 'C1984', 'C2743', 'C3213', 'C2131', 'C2375', 'C3508', 'C991', 'C100', 'C2473', 'C123', 'C572', 'C3243', 'C1475', 'C3042', 'C1188', 'C976', 'C1134', 'C706', 'C3234', 'C1030', 'C3038', 'C2255', 'C1603', 'C2291', 'C2274', 'C3155', 'C455', 'C1437', 'C3642', 'C1388', 'C2605', 'C1203', 'C79', 'C3187', 'C2424', 'C1908']"
2022-02-28,"['C263', 'C1808', 'C425', 'C3677', 'C2386', 'C3323', 'C788', 'C2661', 'C1471', 'C3087', 'C1382', 'C2309', 'C1322', 'C644', 'C1247', 'C587', 'C281', 'C3741', 'C2611', 'C2487', 'C722', 'C2284', 'C720', 'C3705', 'C2873', 'C1934', 'C3009', 'C1672', 'C1281', 'C1694']"
2022-02-28,"['C1300', 'C3085', 'C1529', 'C2941', 'C1354', 'C3380', 'C3380', 'C1834', 'C3727']"
2022-03-01,"['C1446', 'C1446', 'C1446', 'C1446', 'C2321', 'C2321', 'C2321']"
2022-03-02,"['C2037', 'C1696', 'C3607', 'C1392', 'C2770', 'C693', 'C2333', 'C2033', 'C2870', 'C820', 'C3077', 'C264', 'C368', 'C569', 'C2346', 'C1669', 'C2598', 'C981', 'C3458', 'C2385', 'C1927', 'C2606', 'C2271', 'C44', 'C3175', 'C577', 'C1599', 'C643', 'C1884', 'C3016', 'C705', 'C1397', 'C383', 'C968', 'C3685', 'C1767']"
2022-03-02,"['C2414', 'C1106', 'C696', 'C703', 'C9', 'C2315', 'C3371', 'C1151', 'C794', 'C1737', 'C2987', 'C772', 'C623', 'C1091', 'C1240']"
2022-03-02,"['C3435', 'C1000', 'C1592', 'C71', 'C539', 'C591', 'C151', 'C921', 'C375', 'C3209', 'C3411', 'C168', 'C3227', 'C960', 'C632', 'C3704', 'C3392', 'C1555', 'C990', 'C992', 'C3238', 'C1477', 'C1836', 'C1363', 'C2845', 'C1642']"
2022-03-02,"['C1083', 'C2915', 'C2885', 'C182', 'C1084', 'C303', 'C3464', 'C3464', 'C2502', 'C998', 'C2367', 'C2367', 'C352', 'C2252', 'C2076']"
2022-03-02,"['C3677', 'C3323', 'C1382', 'C3716', 'C3009', 'C1081', 'C2166', 'C2661', 'C2214', 'C3087', 'C1830', 'C1322', 'C644', 'C2295', 'C1850', 'C1247', 'C1973', 'C3741', 'C2611', 'C2636', 'C1934', 'C1751', 'C450']"
2022-03-03,"['C1038', 'C904', 'C74', 'C2148', 'C2109', 'C364', 'C1815', 'C845', 'C1552', 'C22', 'C570', 'C1670', 'C2841', 'C2615', 'C2116', 'C1201', 'C2853', 'C1655', 'C276', 'C345', 'C1504', 'C174', 'C1904', 'C773']"
2022-03-03,"['C1673', 'C745', 'C813', 'C2408', 'C2446', 'C1396', 'C2178', 'C2279', 'C1187']"
2022-03-03,"['C1148', 'C1625', 'C480', 'C15']"
2022-03-04,"['C6', 'C3503', 'C3204', 'C956', 'C1910', 'C2319', 'C3700', 'C2779', 'C1139', 'C589', 'C2405', 'C3130', 'C2807', 'C1024', 'C3721', 'C2310', 'C3107', 'C1771', 'C2160', 'C3336', 'C2427', 'C3229', 'C1348', 'C2042', 'C2810', 'C3157', 'C3277', 'C1217', 'C3534', 'C655', 'C1534', 'C2861', 'C379', 'C2701', 'C1828', 'C3032', 'C2122', 'C851', 'C1425']"
2022-03-04,"['C263', 'C3276', 'C1808', 'C425', 'C2481', 'C3677', 'C3323', 'C788', 'C2166', 'C54', 'C1471', 'C3500', 'C2749', 'C2749', 'C1382', 'C2309', 'C3716', 'C1850', 'C2487', 'C1918', 'C2636', 'C1934', 'C3376', 'C1672', 'C1751', 'C1077', 'C1281', 'C1694']"
2022-03-04,"['C3645', 'C3173', 'C2073', 'C33', 'C33', 'C33', 'C1913', 'C308', 'C3637', 'C3637', 'C3671', 'C3548', 'C2100', 'C2712', 'C2654', 'C923', 'C2797', 'C3350']"
2022-03-04,"['C3283', 'C1565', 'C2668', 'C1055', 'C493', 'C716', 'C3094', 'C2283', 'C1040', 'C1978', 'C1257', 'C2538', 'C699', 'C1398', 'C551', 'C378', 'C3707', 'C2453', 'C791', 'C3228', 'C3054', 'C154', 'C559', 'C1562', 'C130', 'C1792', 'C1142', 'C2182']"
2022-03-04,"['C1362', 'C1189', 'C1280', 'C1229', 'C2710', 'C3289', 'C393', 'C370', 'C2397', 'C744', 'C1545', 'C3050', 'C3041', 'C798', 'C1089', 'C1173', 'C638', 'C222', 'C1903']"
2022-03-05,"['C1851', 'C2969', 'C1571', 'C2030', 'C3370', 'C3319', 'C231', 'C2214', 'C534']"
2022-03-05,"['C1242', 'C2565', 'C351', 'C81', 'C2459', 'C2339', 'C427', 'C2835', 'C1868', 'C775', 'C3210', 'C2789', 'C430', 'C1513', 'C2541', 'C3146', 'C2812', 'C1213', 'C2956', 'C1585', 'C2873', 'C933', 'C3600', 'C2571', 'C2404', 'C3728']"
2022-03-05,"['C2190', 'C2723', 'C404', 'C1759', 'C1316', 'C2736', 'C96']"
2022-03-06,"['C3741', 'C2611', 'C720', 'C2636', 'C1269', 'C2665', 'C1751']"
2022-03-07,"['C1808', 'C2166', 'C2661', 'C1471', 'C3500', 'C2749', 'C2295', 'C238', 'C281', 'C3111', 'C216', 'C1934', 'C1929', 'C3207', 'C597']"
2022-03-08,"['C3319', 'C1851', 'C263', 'C1081', 'C3276', 'C2969', 'C231', 'C3677', 'C3323', 'C54', 'C1571', 'C534', 'C1382', 'C1322', 'C2030', 'C3716', 'C3370', 'C644', 'C1850', 'C2487', 'C2636', 'C2311', 'C1751', 'C1281']"
2022-03-08,"['C847', 'C3638', 'C3117', 'C25']"
2022-03-08,"['C1446', 'C1446', 'C1446', 'C1446', 'C2321', 'C2321']"
2022-03-09,"['C702', 'C1360', 'C270', 'C1255', 'C2240', 'C3521', 'C3521', 'C3382', 'C1197', 'C1955', 'C891', 'C613', 'C1749', 'C8', 'C2409', 'C1787', 'C3553', 'C323', 'C2523', 'C2778', 'C3143', 'C3161', 'C2689', 'C3241', 'C684', 'C1956', 'C1956', 'C1956', 'C1956', 'C1956', 'C3208', 'C1484', 'C2776', 'C3307', 'C947', 'C881', 'C3682', 'C4', 'C3617', 'C357', 'C877', 'C650', 'C3420', 'C3221', 'C278', 'C1988', 'C354', 'C2635', 'C1602', 'C1225']"
2022-03-09,"['C381', 'C381', 'C2570', 'C3524', 'C3524', 'C1573']"
2022-03-09,"['C3502', 'C1678', 'C330', 'C2020', 'C2451', 'C2366', 'C435', 'C1321', 'C2614', 'C1386', 'C2515', 'C1671', 'C1424', 'C2272', 'C3361', 'C1631', 'C318', 'C1659', 'C3571', 'C1668', 'C171', 'C712', 'C1995', 'C3542', 'C1849', 'C473', 'C1311', 'C972', 'C68', 'C3743', 'C2242', 'C2677', 'C2549', 'C1725', 'C2305', 'C274', 'C420', 'C2513', 'C2083', 'C2950', 'C3574', 'C516', 'C963', 'C1185']"
2022-03-09,"['C1254', 'C1842', 'C985', 'C1556', 'C280', 'C2331', 'C1426', 'C439', 'C804', 'C2173', 'C581', 'C103', 'C1147', 'C930', 'C3014', 'C2674', 'C628', 'C2253', 'C234', 'C86', 'C2901', 'C453', 'C1110', 'C3067', 'C811', 'C416', 'C2017', 'C107', 'C1612', 'C3142', 'C3718', 'C1149', 'C277', 'C407', 'C481', 'C2137', 'C1159', 'C2384', 'C2923', 'C714', 'C1243', 'C3214', 'C1006', 'C697', 'C1374', 'C2871', 'C2501']"
2022-03-09,"['C1325', 'C1647', 'C1847', 'C1031', 'C1898']"
2022-03-09,"['C3639', 'C108', 'C2297', 'C696', 'C2805', 'C3352', 'C2948', 'C1052']"
2022-03-10,"['C819', 'C3172', 'C3288', 'C932', 'C2412', 'C2387', 'C153', 'C2945', 'C346', 'C3414', 'C2215', 'C1079', 'C2304', 'C1044', 'C3650', 'C2883', 'C26', 'C2563', 'C1942', 'C255', 'C2743', 'C2196', 'C1894', 'C616', 'C991', 'C1070', 'C1909', 'C1199', 'C1844', 'C3165', 'C3137', 'C1346', 'C1489', 'C934', 'C2259', 'C460', 'C1591', 'C911', 'C2920', 'C884', 'C2902', 'C1430', 'C1248']"
2022-03-10,"['C1660', 'C857', 'C350', 'C3423', 'C1512']"
2022-03-10,"['C1673', 'C2720', 'C243', 'C2408', 'C1172', 'C1396', 'C2178', 'C2279']"
2022-03-10,"['C1722', 'C1157', 'C1510', 'C1255', 'C2240', 'C3521', 'C2055', 'C2514', 'C2816']"
2022-03-10,"['C3641', 'C2582', 'C10', 'C2772', 'C3697', 'C3654', 'C2402', 'C294', 'C2372', 'C3235', 'C2466', 'C335', 'C1251', 'C768', 'C779', 'C3432', 'C1411', 'C1624', 'C52', 'C1938', 'C1646', 'C3241', 'C2776', 'C3307', 'C102', 'C4', 'C3617', 'C2667', 'C1097', 'C3224', 'C2521', 'C3399', 'C563', 'C3215', 'C1795', 'C585', 'C1738', 'C2874', 'C2643', 'C717', 'C1236', 'C88', 'C1193']"
2022-03-10,"['C213', 'C1198', 'C2348']"
2022-03-10,"['C181', 'C156', 'C1146', 'C1090', 'C3390']"
2022-03-11,"['C3503', 'C3204', 'C956', 'C1910', 'C1224', 'C2319', 'C3700', 'C2289', 'C1139', 'C589', 'C531', 'C2405', 'C2091', 'C3130', 'C3721', 'C2310', 'C2943', 'C3336', 'C2427', 'C3229', 'C1348', 'C2042', 'C3157', 'C3261', 'C954', 'C3534', 'C655', 'C1534', 'C379', 'C2701', 'C1828', 'C2122', 'C2498', 'C1832']"
2022-03-11,"['C1247', 'C281', 'C2611', 'C382', 'C1934', 'C1751']"
2022-03-13,"['C1808', 'C3323', 'C788', 'C2166', 'C54', 'C1471', 'C2749', 'C1382', 'C3716', 'C281', 'C1934']"
2022-03-14,"['C1747', 'C1395', 'C1889', 'C1863', 'C2266', 'C2079', 'C883', 'C1682', 'C2967', 'C2133', 'C1261', 'C117', 'C934', 'C1502', 'C1605', 'C1758', 'C3212', 'C2054', 'C1219', 'C1105', 'C3346', 'C3719', 'C2953', 'C3300', 'C1248', 'C3643']"
2022-03-14,"['C3572', 'C1557', 'C2887', 'C3240', 'C3240', 'C218', 'C3118', 'C2179', 'C2603']"
2022-03-15,"['C3590', 'C65', 'C1577', 'C1155']"
2022-03-15,"['C1300', 'C3085', 'C1529', 'C1354', 'C3380', 'C3380', 'C2979', 'C1834', 'C3727']"
2022-03-15,"['C1446', 'C1446', 'C1446', 'C1446', 'C1446', 'C2321', 'C2321', 'C2321']"
2022-03-16,"['C2219', 'C1893', 'C2679', 'C882', 'C1210', 'C2725', 'C3329', 'C2448', 'C2035', 'C1575', 'C3321', 'C3331', 'C1209', 'C249', 'C1113', 'C3462', 'C2462', 'C910', 'C3268', 'C1207', 'C1207']"
2022-03-16,"['C2147', 'C2591', 'C2037', 'C1696', 'C3607', 'C1392', 'C2770', 'C2678', 'C733', 'C2119', 'C440', 'C3077', 'C368', 'C226', 'C2856', 'C569', 'C309', 'C1237', 'C1244', 'C2734', 'C2598', 'C1050', 'C1355', 'C2477', 'C3055', 'C3484', 'C2426', 'C495', 'C1215', 'C2972', 'C51', 'C1317', 'C3039', 'C2991', 'C2660', 'C2051', 'C1726', 'C1927', 'C2606', 'C173', 'C3347', 'C577', 'C643', 'C1936', 'C968', 'C3685', 'C1767', 'C949', 'C1780', 'C56']"
2022-03-16,"['C3639', 'C1106', 'C821', 'C696', 'C703', 'C9', 'C2315', 'C3371', 'C2970', 'C1151', 'C794', 'C530', 'C2864']"
2022-03-16,"['C647', 'C2842', 'C1083', 'C2885', 'C182', 'C303', 'C2367', 'C2367', 'C352', 'C490', 'C967', 'C2836', 'C660', 'C1919', 'C1061']"
2022-03-17,"['C1673', 'C2720', 'C745', 'C813', 'C526', 'C2408', 'C2444', 'C2446', 'C1396', 'C2178', 'C2186']"
2022-03-17,"['C895', 'C115', 'C2041', 'C483', 'C2562', 'C2828', 'C1679']"
2022-03-17,"['C1816', 'C3570', 'C1032']"
2022-03-17,"['C2565', 'C3535', 'C351', 'C1937', 'C1957', 'C3035', 'C3156', 'C3180', 'C2339', 'C3415', 'C395', 'C427', 'C2345', 'C1194', 'C3246', 'C312', 'C1013', 'C775', 'C913', 'C1298', 'C3365', 'C430', 'C2014', 'C2541', 'C2607', 'C3652', 'C2812', 'C1526', 'C2531', 'C3430', 'C1161', 'C3564', 'C2575', 'C769']"
2022-03-17,"['C2112', 'C2442', 'C1148', 'C2587', 'C212', 'C2781', 'C3245']"
2022-03-17,"['C3452', 'C3664', 'C904', 'C1966', 'C80', 'C842', 'C74', 'C2148', 'C3468', 'C916', 'C364', 'C1815', 'C1815', 'C845', 'C1969', 'C2249', 'C1356', 'C2841', 'C1223', 'C1552', 'C756', 'C1948', 'C1670', 'C27', 'C2853', 'C3698', 'C1655', 'C1794', 'C276', 'C3263', 'C101', 'C2715', 'C1436', 'C1818']"
2022-03-18,"['C3336', 'C3552', 'C3534', 'C2861', 'C964', 'C6', 'C3204', 'C956', 'C1910', 'C2319', 'C3700', 'C2289', 'C1139', 'C2439', 'C2220', 'C282', 'C3130', 'C1381', 'C2807', 'C1024', 'C3721', 'C2160', 'C2427', 'C3229', 'C1348', 'C2810', 'C3157', 'C3261', 'C1217', 'C3610', 'C655', 'C1534', 'C379', 'C2701', 'C1828', 'C3032', 'C2122', 'C2099', 'C2729', 'C3401', 'C1540', 'C1425']"
2022-03-18,"['C3283', 'C1565', 'C984', 'C2666', 'C1763', 'C128', 'C2164', 'C493', 'C1362', 'C1362', 'C1325', 'C966', 'C3228', 'C3054', 'C3517', 'C1647', 'C1847', 'C1031', 'C2851', 'C2851', 'C2202', 'C2710', 'C3289', 'C1635', 'C2724', 'C1428', 'C141', 'C207']"
2022-03-18,"['C527', 'C1914', 'C3083', 'C64', 'C1289', 'C1280', 'C3725', 'C1566', 'C1505', 'C1691', 'C926', 'C3339', 'C1606', 'C1152', 'C2676', 'C2997', 'C53', 'C2744', 'C3076', 'C310', 'C370', 'C285', 'C1173', 'C1173', 'C2896', 'C1681', 'C1865', 'C1619', 'C2862', 'C762']"
2022-03-18,"['C3364', 'C607', 'C3434', 'C805', 'C2753', 'C545', 'C2762', 'C2223', 'C594', 'C3742', 'C1041', 'C2397', 'C742']"
2022-03-19,"['C2461', 'C2583', 'C1010']"
2022-03-19,"['C906', 'C2461', 'C2583']"
2022-03-19,"['C465', 'C1394', 'C3637', 'C3637', 'C923', 'C923']"
