Supplier,Date,Type,Invoice number,Product ID,Description,Quantity,Price,Total Amount
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,POCILLO DE LUJO (PLASTIRED),12,1681,20172
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,TAPER DIVISIONES (PLASTIRED),3,2605,7815
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,RECIPIENTE VERANO OVALADO,3,1975,5925
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,BOTELLA ICE POLI-SPORT,4,13193,52772
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,RECIPIENTE HERMETICO #1 C/BROCHE,4,1765,7060
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,REC. HERMETICO #4 BROCHE,4,4286,17144
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,RECIPIENTE HERMETICO #3 C/BROCHE,4,3572,14288
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,RECIPIENTE HERMETICO #2 C/BROCHE,4,2479,9916
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,TAPER 1KG C/BROCHE,4,1849,7396
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,TAPER CUADRADO CLIP #2 (POLIMES),3,8992,26976
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,BOTILITO COOLER (PRAKTIPLAS) *800ML,3,4034,12102
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,TAPER CUADRADO 930ML,6,1597,9582
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,RECIPIENTE TRANSPARENTE #5,2,3656,7312
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,BOTILITO *750ML (MUNDIPLAS),4,2521,10084
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,TAPER DIAMANTE 2K,4,3277,13108
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,TAPER OVALADO *1.2M,4,1933,7732
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,JARRA MEDIDORA 0.5L,6,1849,11094
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,PAPELERA REDONDA PRAKTPLAS,2,10799,21598
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,TAPER RECT CLIP #2 (POLIMES),3,9244,27732
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,71293,LAQUERO BALA *240,6,1261,7566
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,98793,ESQUINERO DE BAÑO,2,4622,9244
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,914,DECENA GANCHO GRUESO,12,5042,60504
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,396,CALDERO ONAVA,2,53109,106218
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,927,PORTA X3 REDONDO (INGEPRODUCTOS),3,3950,11850
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,497,OLLA SANRO #22,2,56639,113278
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,928,PORTA X3 CUADRADO (INGEPRODUCTOS),3,4454,13362
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,829,JARRA 2.5LT C/TAPA (ARISBU),2,4034,8068
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,679,ELECTRODO PORCELANA,5,1933,9665
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,93611,SERVILLETERO ECO WENGUE,3,1765,5295
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,3581,ALCANCIA MEDIANA,10,840,8400
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,11912,PAILA #32 (ONAVA),2,10000,20000
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,14221,BATEA #1 ALUMINIO/FUNDIDO,3,13361,40083
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,80237,PORTA COLADOR SINCAO METALICO,4,1891,7564
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,31335,FRASCO VIDRIO T-R 280ML,2,1261,2522
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,3543,ALCANCIA GRANDE,15,1050,15750
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,82254,ESPEJO *2,6,1891,11346
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,82255,ESPEJO # 4,2,6135,12270
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,82256,ESPEJO *3,4,3067,12268
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,11752,FRASCO VIDRIO T-R 500CC,2,2017,4034
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,1176,CUCHARA ARROCERA ECONOMICA,48,420,20160
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,CACEROLA #14 C/MANGO SIN TAPA,4,4202,16808
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,SARTEN #22 C/MANGO SIN TAPA,2,10168,20336
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,JARRA CON  ESPRIMIDOR 1.2,3,4706,14118
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,PAPELERA CESTA PEQUEÑA (PILI),6,3193,19158
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,11273,CALDERO FUNDIDO #00 10CM,3,6723,20169
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,11274,CALDERO FUNDIDO #0 13CM,6,9412,56472
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,98774,FRASCO VIDRIO T-R 400CC,2,1429,2858
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,11689,TINA #2 600ML,2,7899,15798
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,PAPELERA 35LT (PRAKTIPLAST),1,38000,38000
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,ORGANIZADOR DE ESPEJO PEQUEÑO,3,4454,13362
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,SERVILLETERO ECO MUNDIUTIL 1020,3,1849,5547
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,7.71E+12,PORTA VAJILLA CLASICA (GPLAST),2,38740,77480
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,80192,GANCHO *12 ECONOMICO,12,2521,30252
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,732,11692,TINA #5 2LT,2,14412,28824
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,733,414,DELANTAL PEQUEÑO PLASTICO,6,3698,22188
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,733,7.71E+12,PINZA PANADERA ACERO,4,4454,17816
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,733,7.00E+12,CORTINA BAÑO ESTAMPADO (MAXI HOUSE),4,7143,28572
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,733,71878,MOLINILLO MADERA ECONOMICO,4,840,3360
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,733,7.71E+12,CACEROLA #14 C/MANGO,4,5798,23192
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,733,40183,PLATO HONDO COLOR (ARISBU),12,840,10080
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,733,61417,BALDE 12 LT C/TAPA,4,5798,23192
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,733,11921,CHOCOLATERA #5 S/T (ONAVA),4,11261,45044
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,733,60443,ATOMIZADOR CAMPANA 500CC,5,1765,8825
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,733,14054,OLLA #14 (JOYA),4,6135,24540
VILLADA HOYOS CARLOS AUGUSTO Y/O CRISTAL,9/17/2022,FC,733,11691,TINA #4 1.5 LT,2,12353,24706
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,1/28/2022,FC,44923,7.70E+12,BON AIRE FRUTOS ROJOS *250ML,2,4078,8156
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,1/28/2022,FC,44923,7.70E+12,BON AIRE BRISA TROPICAL *250ML,2,4078,8156
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,1/28/2022,FC,44923,7.71E+12,ARENA WONDER CAT *4.5K,8,12005,96040
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,1/28/2022,FC,45200,7.70E+12,RAYOL ESPIRAL,96,2385,228960
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45477,1512,ESPONJA ECONOMICA,324,197,63828
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.70E+12,BETUN BEISBOL N 2 CAFE X 30 GRS,12,1664,19968
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.70E+12,MILLOWS BLANCO X 145 GR,12,2538,30456
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.70E+12,BANANAS ANISADAS COLOMBINA  X 100 UND,6,3310,19860
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.70E+12,BANANAS FRUTICAS SURTIDAS X 100 UND,8,4195,33560
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.70E+12,CHOCO BREAK COOKIES *30UND,6,3743,22458
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.70E+12,BANANA FRUTICAS MARACUYA *100,8,4195,33560
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.70E+12,BANANA COLOMBINA EXTRA  SURTIDAS X 100 UND,6,3311,19866
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.70E+12,MASMELOS MILLOWS SURTIDO COLOMBINA X 145 GR,12,2537,30444
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.70E+12,CHOCOBREAK TRADICIONAL  *50,8,5964,47712
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.70E+12,MASMELOS MILLOWS FOGATA *145,12,2537,30444
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.70E+12,CHIMICHURRI BARY *165G,5,2166,10830
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.70E+12,MILLOWS PAW PATROL*145G,12,2416,28992
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.70E+12,MILLOWS MAMELOS OSO *50,8,4216,33728
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.70E+12,MILLOWS CORAZON*50,8,4216,33728
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.70E+12,MAX COMBI *100,6,3904,23424
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.70E+12,CAPRI FRESA*12,24,3086,74064
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.70E+12,CAPRI VAINILLA *24,48,3086,148128
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.70E+12,BON BON BUM SURTIDO,30,5009,150270
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.70E+12,BON BON BUM ROJO FRESA X 456 GM.X 24 UND,30,5009,150270
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.70E+12,OFERTA S. ROSADA + MAYONESA +S. TOMATE BARY,8,3066,24528
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.70E+12,RAYOL AEROSOL MATATODO *400ML,3,11280,33840
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.70E+12,PINOLINA CITRONELA *960,5,3999,19995
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.70E+12,RAYOL RASTREROS SPRAY 400ML,3,10386,31158
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.71E+12,VINAGRE DE MANZANA 500ML,12,4954,59448
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.71E+12,CERA PELFLEX SELECTA *400CC,6,1256,7536
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.71E+12,PALILLOS DE DIENTES EL SOL,60,499,29940
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.71E+12,ESPONJILLA LINCE *12 UND,36,1069,38484
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45606,7.71E+12,ESPONJA MULTIUSO LINCE,24,411,9864
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.86E+12,CHUPETA LENGUA ACIDA DR LOOK*40,20,2178,43560
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.70E+12,BANANAS COFFEE DELIGHT BLANDO COLOMBINA *430G,5,5430,27150
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.70E+12,BARQUILLO PIAZZA  AREQUIPE,24,211,5064
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.70E+12,BARQUILLO PIAZZA  AREQUIPE,24,211,5064
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.70E+12,COFFEE DELIGHT X 100 COLOMBINA,5,4902,24510
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.70E+12,PAPEL ALUMINIO TUC  RPT*7MTS,30,2848,85440
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.70E+12,PLATO PEQ *20UND DOMINGO,12,1887,22644
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.70E+12,VASO BAR 7 ONZAS *50UND,60,1890,113400
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.70E+12,PLATO DOMINGO GRANDE *20 UND,12,4070,48840
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.70E+12,VASO BAR 3.3 ONZ *50 UN,15,1831,27465
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.70E+12,SALSA CHIMICHURRI BARY *200G,5,2166,10830
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.70E+12,SALSA DE TOMATE BARY *200G,6,1804,10824
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.70E+12,MAYONESA BARY X 200G,6,1877,11262
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.70E+12,PIAZZA JIRAFA MALTEADA,24,211,5064
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.70E+12,VASO TUC 7 ONZAS*50UND,30,2075,62250
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.70E+12,CARAMELO ACIDO CEREZA/MORA *40G,10,1719,17190
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.70E+12,CARAMELO LIQUIDO BARBIE *40G,10,1719,17190
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.70E+12,CARAMELO LIQUIDO HOT WELLS *40G,10,1719,17190
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.76E+12,CUCHILLO INKA *25,50,1219,60950
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.76E+12,TENEDOR INKA *25UND,30,1219,36570
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.76E+12,CUCHARA INKA *25UND,50,1219,60950
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.71E+12,BOLSA BASURA AMARILLA CANELA*65X90,8,1958,15664
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.71E+12,BOLSA BASURA AMARILLA CANELA*65X90,8,1958,15664
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.71E+12,BOLSA BASURA AMARILLA CANELA*65X90,8,1958,15664
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.71E+12,BOLSA BASURA AMARILLA CANELA*65X90,8,1958,15664
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.71E+12,BOLSA BASURA LINCE AZUL *43CM,8,2128,17024
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.71E+12,TOALLA HIGIENICA MOLLIS *8,36,994,35784
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45607,7.71E+12,ALUMINIO REALPACK 16MTS RPTO,20,4762,95240
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45608,7.70E+12,GRANOLA TONING P/E*500,10,5171,51710
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45608,7.70E+12,GRANOLA TONING * 200,6,1994,11964
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45608,7.70E+12,TONING CEREAL HOJUELAS AZUCARA *180G,6,2205,13230
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45608,7.70E+12,TONING CEREAL CHOCO CHOC *170G,6,2498,14988
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45608,7.70E+12,TONING CEREAL ARITOS *150G,6,2099,12594
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45608,7.70E+12,GUSTARINA SABOR NATURAL *200,6,1724,10344
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45608,7.70E+12,TONING COLADA 7 CEREAL NATURAL *100GR,3,7921,23763
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45608,7.70E+12,COLADA FRESA TONIG *200,12,1842,22104
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45608,7.70E+12,COLADA TONING VAINILLA X 200 G,12,1842,22104
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45608,7.70E+12,TONING COLADA 7 CEREAL VAINILLA *1000,3,7921,23763
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45608,7.70E+12,COLADA GUSTARINA VAINILLA *200G,6,1724,10344
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45608,7.70E+12,AVENA HOJUELA *500GR,6,2741,16446
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45608,7.70E+12,AVENA TONING  INSTANTANEA MORA  X 180 GR,3,1983,5949
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45608,7.70E+12,AVENA TONING  INSTANTANEA VANILLA  X 180 GR,3,1983,5949
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45608,7.70E+12,AVENA TONING INSTANTANEA FRESA  X 180 GR,3,1983,5949
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45608,7.70E+12,AVENA HOJUELAS TONING X 1200G,6,5297,31782
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45608,7.70E+12,LECHE DE SOYA CON MIEL SIN LACTOSA X 250,2,4882,9764
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45608,7.70E+12,LECHE DE SOYA  40 Y TANTOS NATURAL *250G,2,4883,9766
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45608,7.70E+12,TONING CEREAL ARITOS *1000G,5,9455,47275
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45608,7.70E+12,TONING CEREAL CHOCO CHOC *1000G,3,9555,28665
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45608,7.70E+12,TONING CEREAL HOJUELAS AZUCARA *1000G,12,9456,113472
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45608,134,FOSFORO POKER *200*1*2,20,1105,22100
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45608,7.71E+12,BOLSA BASURA LINCE AZUL *43CM,8,2128,17024
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/4/2022,FC,45608,7.71E+12,FOSFORO REFUEGO MADERA,12,1655,19860
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.86E+12,CHUPETA LENGUA ACIDA DR LOOK*40,20,2178,43560
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,SALSA MOSTANEZA AJO LA CONSTANCIA DP X 200 GR,8,3856,30848
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,SALSA PARA CARNES X 110 G LA CONSTANCIA,8,1029,8232
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,SALSA MOSTANEZA ORIGINAL LA CONSTANCIA X 200 GR,8,3702,29616
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,SALSA DE AJI PICANTE LA CONSTANCIA X 100,5,2000,10000
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,SALSA BBQ,8,2527,20216
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,VINAGRETA  X 200 ML LA CONSTANCIA,4,2446,9784
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,SALSA ROSADA LA CONSTANCIA COLOMBINA  X 200 GR,8,3247,25976
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,SALSA TARTARA CONSTANCIA DP X 200gr,5,3856,19280
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,SALSA ROSADA LA CONSTANCIA X 380 GR COLOMBINA D/P,8,6256,50048
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,SALSA NEGRA DOY PACK X 110 G,12,823,9876
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,PASTA DE TOMATE LA CONSTANCIA X 200 GR,6,3528,21168
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,MAYONSA LA CONSTANCIA *130,8,941,7528
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,SALSA DE PIÑA LA CONSTANCIA D/P X 200 GR,8,2582,20656
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,SALSA DE TOMATEE LA CONSTNCIA *130G,6,941,5646
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,SALSA DE TOMATE LA CONSTANCIA  *1000G,5,6785,33925
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,MAYONESA LA CONSTNCIA *380G,8,4805,38440
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,SALSA ROSADA  CONSTANCIA PAGUE 800 LLEVE 1000G,10,9798,97980
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,SALSA INGLESA LA CONSTANCIA X 175 GR,6,3257,19542
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,MAYONESA LA CONTANCIA *1000,5,9235,46175
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,SALSA BBQ BARY *200G,8,2971,23768
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,CHOC MELOS COLOMBINA CORAZON,50,999,49950
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,GRANOLA TONING P/E*500,5,5480,27400
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,AVENA HOJUELA *500GR,8,2933,23464
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,AVENA  TONING  MOLIDA * 400G,5,3264,16320
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.70E+12,AVENA TONING MOLIDA *200GR,12,1080,12960
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46421,7.71E+12,JABON SUPREMO OXIMAX,48,1436,68928
VALENCIA VICTORIA GUILLERMO Y/O GUIVAL,2/17/2022,FC,46422,7.70E+12,BARQUILLOS PIAZZA DE VAINILLA X 45 GR COLOMBINA,3,1745,5235
