Date,Description
2011-02-07 10:50:00,"['C770', 'C3035', 'C3276', 'C2360', 'C626', 'C446', 'C1027']"
2011-02-07 11:15:00,"['C1471', 'C1594', 'C33', 'C859', 'C560', 'C393', 'C1414', 'C2240', 'C1947', 'C3007', 'C822', 'C925', 'C3807', 'C694', 'C663', 'C2267', 'C569', 'C2860', 'C3225', 'C2612', 'C958', 'C1968', 'C1382', 'C3554', 'C1931', 'C3331']"
2011-02-07 11:20:00,"['C885', 'C3259', 'C3579', 'C1105', 'C2020', 'C1022', 'C3601', 'C2598', 'C3791', 'C2990', 'C258', 'C15', 'C3533', 'C1214', 'C1922', 'C3266', 'C822', 'C2289', 'C3376', 'C1946', 'C3366', 'C1420', 'C3703', 'C1485', 'C598', 'C1989', 'C2263', 'C1953', 'C2896', 'C2743', 'C1963', 'C79', 'C1775', 'C3704', 'C984', 'C643', 'C1988', 'C2545', 'C3048', 'C1532', 'C3519']"
2011-02-07 11:39:00,"['C335', 'C2830', 'C1037', 'C293', 'C106', 'C2382', 'C721']"
2011-02-07 11:42:00,"['C3408', 'C3426', 'C2768', 'C144', 'C3182', 'C2768', 'C3680', 'C1719', 'C106', 'C3007', 'C1017', 'C874', 'C2162', 'C1861', 'C560', 'C190', 'C2230', 'C1571', 'C2094', 'C2373', 'C1081', 'C2323', 'C3374', 'C1288', 'C1113', 'C2809', 'C2808', 'C1155', 'C311', 'C1253', 'C3223', 'C1082', 'C839', 'C3810', 'C1626', 'C2599', 'C323', 'C301', 'C957', 'C1359', 'C1910', 'C921', 'C2903', 'C1929', 'C2851', 'C2829', 'C1181', 'C955', 'C2478', 'C173', 'C3376', 'C2830', 'C1953', 'C3574', 'C2519', 'C2180', 'C1133', 'C721', 'C345', 'C1179', 'C1388', 'C1507', 'C2357', 'C2541', 'C2403', 'C3416', 'C3456', 'C1420', 'C1964', 'C2364', 'C1154', 'C473', 'C3567', 'C1414', 'C2240', 'C2974', 'C21', 'C397', 'C2767', 'C1154', 'C285', 'C1928', 'C195', 'C2449', 'C285', 'C473', 'C1035', 'C102', 'C1658', 'C118', 'C1380', 'C2111', 'C3637', 'C3769', 'C3591', 'C2475', 'C59', 'C1578', 'C3562', 'C1551', 'C2873', 'C2475', 'C1942', 'C3273', 'C1845', 'C642', 'C1976', 'C372', 'C929', 'C429', 'C985', 'C773', 'C2965', 'C2546', 'C446', 'C1873', 'C2360', 'C2430', 'C3359', 'C1895', 'C3359', 'C3306', 'C2360', 'C349', 'C2396', 'C3373', 'C2282', 'C2710', 'C621', 'C3197', 'C1851']"
2011-02-07 11:56:00,"['C2941', 'C1723', 'C1492', 'C474', 'C574', 'C2561', 'C3562', 'C1796', 'C3588', 'C2808', 'C3785', 'C3106', 'C2314', 'C2400', 'C747', 'C747', 'C2067', 'C173', 'C2609', 'C3109', 'C3073', 'C3616', 'C1398', 'C3711', 'C2102', 'C1926', 'C2083', 'C1942', 'C255', 'C2282', 'C1372', 'C208', 'C647', 'C2258', 'C2203', 'C2741', 'C1951', 'C425', 'C383', 'C104', 'C383', 'C1118', 'C1851', 'C2775', 'C3220', 'C424', 'C875', 'C680', 'C2612', 'C425', 'C1951', 'C2085', 'C195', 'C426', 'C3785', 'C904', 'C2955', 'C3219', 'C3045', 'C2892', 'C2938', 'C966', 'C3554', 'C1559', 'C1931', 'C3754', 'C1199', 'C3331', 'C1815', 'C1988', 'C1036', 'C719', 'C2766', 'C2069', 'C3429', 'C1096', 'C364', 'C157', 'C532', 'C1839', 'C2329', 'C1149', 'C242', 'C3424', 'C2455', 'C3350', 'C1416', 'C3799', 'C1626', 'C1082', 'C2602', 'C863', 'C1077', 'C1803', 'C2702', 'C1313', 'C3689', 'C681', 'C3030', 'C1382', 'C2191', 'C439', 'C721']"
2011-02-07 12:05:00,"['C1555', 'C1638', 'C407', 'C918', 'C626', 'C1056', 'C286', 'C2876', 'C379', 'C1483', 'C1137', 'C2215', 'C72', 'C1931', 'C2677', 'C1448', 'C2749', 'C1578', 'C2167', 'C3461', 'C115', 'C2020', 'C1105', 'C3579', 'C3791', 'C1334', 'C370', 'C1359', 'C1889', 'C2425', 'C1726', 'C2022', 'C3466', 'C370', 'C72', 'C2533', 'C3601', 'C1780', 'C2767', 'C2203', 'C177', 'C918', 'C156', 'C3520', 'C3359', 'C145', 'C3009', 'C417', 'C679', 'C1416', 'C3350', 'C679', 'C2577', 'C839', 'C1626', 'C3810', 'C75']"
2011-02-07 12:22:00,"['C2988', 'C1322', 'C1007', 'C3741', 'C2801', 'C1943', 'C1953']"
2011-02-07 12:24:00,"['C1124', 'C3496', 'C2053', 'C2283', 'C2856', 'C2263', 'C1989', 'C1094', 'C881', 'C2556', 'C1779']"
2011-02-07 12:27:00,"['C3048', 'C2946', 'C3385', 'C1020', 'C3508', 'C2541', 'C2584', 'C161', 'C2844', 'C698', 'C121', 'C903', 'C327', 'C1022', 'C2712', 'C489', 'C2862', 'C2013', 'C822', 'C953', 'C2661', 'C1606', 'C1503', 'C2781', 'C3753', 'C1255', 'C2355', 'C1371', 'C1521']"
2011-02-07 13:13:00,"['C680', 'C1450', 'C3226', 'C1841', 'C3040', 'C3019', 'C594', 'C1594', 'C1712', 'C3001', 'C1758', 'C1283', 'C1198', 'C94', 'C1957', 'C3212', 'C731', 'C2533', 'C642', 'C1976', 'C699', 'C3473', 'C564', 'C1591', 'C446', 'C929']"
2011-02-07 13:15:00,"['C1923', 'C1124', 'C2720', 'C1459', 'C2382', 'C2903', 'C2903', 'C3764', 'C2018', 'C1797', 'C3376', 'C2710']"
2011-02-07 13:18:00,"['C1938', 'C3675', 'C1999', 'C2276', 'C2060', 'C1019', 'C2457', 'C2132', 'C10', 'C1375', 'C406']"
2011-02-07 13:32:00,"['C2082', 'C748', 'C754', 'C407']"
2011-02-07 13:50:00,"['C2391', 'C1897', 'C407', 'C1894', 'C2522', 'C175', 'C2634', 'C2712', 'C1870', 'C3662', 'C854', 'C2784', 'C1037', 'C2598', 'C2985', 'C1440', 'C3471', 'C3359', 'C3407', 'C893', 'C2511', 'C1769', 'C1478', 'C1483', 'C45', 'C247', 'C272', 'C2721', 'C2603', 'C2533', 'C2547', 'C472', 'C1436', 'C2939', 'C2542', 'C2472', 'C748', 'C320']"
2011-02-07 13:50:00,"['C716', 'C654', 'C2748', 'C2396', 'C3475', 'C3305', 'C503', 'C2094', 'C1988', 'C2230', 'C2599', 'C2554', 'C3433', 'C1113', 'C1124', 'C756', 'C155', 'C3506', 'C2005', 'C2825', 'C3310', 'C2255', 'C2895', 'C1210', 'C2025', 'C2654', 'C94', 'C3573', 'C1618', 'C2241', 'C1050', 'C942', 'C692', 'C2158', 'C407', 'C3523', 'C2864', 'C2152', 'C2809']"
2011-02-07 13:59:00,"['C2677', 'C2009', 'C953', 'C560', 'C3126', 'C1594']"
2011-02-07 14:16:00,"['C1953', 'C2099', 'C3320', 'C1017', 'C3749', 'C2375', 'C1953', 'C1843', 'C1250', 'C3266', 'C1526']"
2011-02-07 14:33:00,"['C2305', 'C3374', 'C2638', 'C2579', 'C1256', 'C2903', 'C3376', 'C92', 'C2233', 'C3406', 'C3358', 'C2191', 'C2761', 'C1609', 'C2410', 'C630', 'C3520', 'C2023', 'C226', 'C1035', 'C1553', 'C412']"
2011-02-07 14:49:00,"['C594', 'C1594', 'C1260', 'C1920', 'C957', 'C2430', 'C1372', 'C2323', 'C155', 'C3007', 'C2384', 'C285', 'C3642', 'C3591', 'C3530', 'C2127', 'C1760', 'C492', 'C758', 'C2307', 'C2554', 'C3625', 'C3433', 'C1184', 'C2980', 'C3266', 'C72', 'C1943', 'C175']"
2011-02-07 14:51:00,"['C3516', 'C3461', 'C396', 'C1371', 'C1037', 'C2355', 'C1105', 'C2167', 'C2020', 'C3272', 'C378', 'C2023', 'C1108', 'C3642', 'C1478', 'C2372', 'C630', 'C2554', 'C3625', 'C2323', 'C259', 'C947', 'C1081', 'C2382', 'C2009', 'C2990', 'C1895', 'C2519', 'C3085', 'C3305', 'C237', 'C3007', 'C3579', 'C2634', 'C2822', 'C573', 'C1056', 'C2416', 'C3632', 'C2108', 'C3111', 'C3147', 'C3589', 'C1565', 'C2200', 'C719', 'C2545', 'C2905', 'C3420', 'C1132', 'C626', 'C740', 'C1243', 'C1651', 'C118', 'C2652', 'C1898', 'C1039', 'C557', 'C3439', 'C2260', 'C2204', 'C2327', 'C3027', 'C66', 'C2430', 'C1581', 'C2415', 'C2165', 'C1756', 'C170', 'C560', 'C1611', 'C279', 'C776', 'C2792', 'C395', 'C1483', 'C3663', 'C3117']"
2011-02-07 14:53:00,"['C311', 'C2299', 'C1850', 'C3141', 'C2825', 'C58', 'C1885', 'C112', 'C1591', 'C3573', 'C955', 'C3141', 'C1156', 'C748', 'C1929', 'C2987', 'C3179', 'C2494', 'C1819', 'C3097', 'C3357', 'C1466', 'C3739', 'C1888', 'C2326', 'C552', 'C2927', 'C2621', 'C2860', 'C2790', 'C2813', 'C156', 'C1990', 'C3491', 'C2872', 'C3656', 'C2607', 'C2599', 'C361', 'C585', 'C3358', 'C831', 'C2557', 'C2611', 'C958', 'C2724', 'C396', 'C2798', 'C49', 'C3376', 'C2674', 'C2366', 'C1166', 'C507', 'C1363', 'C398', 'C1768', 'C2387', 'C1354', 'C3724', 'C1876', 'C1894', 'C164', 'C1037', 'C2012', 'C2374', 'C2180', 'C2901', 'C1508', 'C866', 'C133', 'C1568', 'C583', 'C765', 'C164', 'C2743', 'C1479', 'C638', 'C1425', 'C616', 'C194', 'C2546', 'C721', 'C3190', 'C1638']"
2011-02-07 15:04:00,"['C2820', 'C1609', 'C2410', 'C1658', 'C2761', 'C3520', 'C118', 'C2399', 'C1621', 'C2808']"
2011-02-07 15:05:00,"['C3703', 'C226', 'C2191', 'C1638', 'C2556', 'C1792', 'C3258', 'C1946', 'C2399', 'C1658', 'C118', 'C3520', 'C2761', 'C2410', 'C1609', 'C1187', 'C1320']"
2011-02-07 15:14:00,"['C1448', 'C1943', 'C3698', 'C2909', 'C3640', 'C756', 'C2873', 'C59', 'C1398', 'C3562', 'C1920', 'C867', 'C1548', 'C1507', 'C3205']"
2011-02-07 15:37:00,"['C3188', 'C1413', 'C3637', 'C3466']"
2011-02-07 15:47:00,"['C1446', 'C2826', 'C106', 'C1181', 'C957', 'C2282', 'C2478']"
2011-02-07 16:21:00,"['C2973', 'C2862', 'C1337', 'C1427', 'C1585', 'C2338', 'C1191', 'C3741', 'C2980', 'C2131', 'C1718', 'C2446', 'C1976', 'C642', 'C2265', 'C1349', 'C1081', 'C240', 'C1894', 'C349', 'C1114', 'C3405', 'C3642', 'C1260', 'C1020', 'C1749', 'C957', 'C2830', 'C2204', 'C1181', 'C397', 'C1177', 'C1288', 'C1509', 'C3374', 'C2466', 'C2638', 'C3221', 'C2305']"
2011-02-08 09:41:00,"['C2800', 'C977', 'C1283', 'C1198', 'C3670', 'C1399', 'C176', 'C1372', 'C3448', 'C3562', 'C2717', 'C1991', 'C3417', 'C2854']"
2011-02-08 09:56:00,"['C1027', 'C378', 'C175', 'C2721', 'C2883', 'C1823', 'C1289', 'C424', 'C2049', 'C517', 'C679', 'C20', 'C3345', 'C2260', 'C2766', 'C910', 'C145', 'C652', 'C1560']"
2011-02-08 10:12:00,"['C407', 'C1894', 'C3376', 'C748', 'C1946', 'C1035', 'C3784', 'C663', 'C3313', 'C3535', 'C164', 'C1048', 'C2993', 'C641', 'C2191', 'C2922']"
2011-02-08 10:15:00,"['C2430', 'C3022', 'C1931', 'C1897', 'C3679', 'C2307', 'C2677', 'C2263', 'C947']"
2011-02-08 10:17:00,"['C2023', 'C1658', 'C2382', 'C2768', 'C630', 'C2757', 'C1011', 'C288', 'C1112', 'C118']"
2011-02-08 10:17:00,"['C3376', 'C1260', 'C594', 'C1895', 'C3591']"
2011-02-08 10:28:00,"['C293', 'C748', 'C385']"
2011-02-08 10:32:00,"['C721', 'C2446', 'C872', 'C2478', 'C3163', 'C601', 'C676', 'C1864', 'C1068', 'C203', 'C3226', 'C680', 'C2914', 'C364', 'C203', 'C157', 'C1256', 'C396', 'C1988', 'C957', 'C289', 'C296', 'C3179', 'C3179', 'C3625']"
2011-02-08 10:47:00,"['C3376', 'C1946', 'C1035', 'C2757', 'C1084', 'C288', 'C2761', 'C2023', 'C621', 'C1878']"
2011-02-08 11:27:00,"['C1398', 'C238', 'C2958', 'C2337', 'C1249', 'C1772', 'C288', 'C3753', 'C489', 'C2712', 'C2215', 'C2757', 'C1084', 'C3568', 'C1011']"
2011-02-08 11:31:00,"['C3806', 'C2546', 'C3259', 'C2749', 'C598', 'C1740', 'C2584', 'C170', 'C957', 'C1920', 'C3197', 'C500', 'C3769', 'C1214', 'C2020', 'C3461', 'C89', 'C2791', 'C3611']"
2011-02-08 11:32:00,"['C3376', 'C1953', 'C1943']"
2011-02-08 11:36:00,"['C3072', 'C1166', 'C1768', 'C398', 'C2516', 'C2387', 'C2903', 'C3376', 'C2486', 'C1653', 'C3335', 'C207', 'C3741', 'C1114', 'C2988', 'C1007', 'C1555', 'C3358', 'C3473', 'C2231', 'C1402', 'C831', 'C2872', 'C2611', 'C1832', 'C3370', 'C1740', 'C1990', 'C2813', 'C156', 'C2790', 'C826', 'C2152', 'C3406', 'C585', 'C1334', 'C1922', 'C748', 'C3637', 'C3769']"
2011-02-08 12:01:00,"['C2358', 'C3746', 'C1943', 'C1218', 'C3642', 'C3632', 'C2416', 'C1565']"
2011-02-08 12:01:00,"['C3642', 'C3171', 'C1589', 'C202', 'C118', 'C2023', 'C1496', 'C3581', 'C3339', 'C2266', 'C3506', 'C1155', 'C311', 'C3305', 'C1719', 'C2468', 'C2009', 'C2990', 'C365', 'C3126', 'C1876', 'C159', 'C3632', 'C2416', 'C957', 'C1920', 'C1984', 'C66', 'C170', 'C681', 'C1198', 'C3030', 'C12', 'C2717', 'C3653', 'C3249', 'C1446', 'C2826', 'C330', 'C1742', 'C3508', 'C997', 'C2171', 'C1607', 'C1074', 'C2832', 'C900', 'C650']"
2011-02-08 12:12:00,"['C1573', 'C3800', 'C1456', 'C2951', 'C407', 'C710', 'C3473']"
2011-02-08 12:14:00,"['C3078', 'C1027', 'C748', 'C208', 'C2522', 'C1744', 'C1758', 'C390', 'C1328']"
2011-02-08 12:20:00,"['C3188', 'C1584', 'C1132', 'C1413', 'C3147', 'C3589', 'C175', 'C275', 'C1039', 'C2360', 'C2337', 'C155', 'C560', 'C2260', 'C1371']"
2011-02-08 12:47:00,"['C690', 'C2416', 'C2358', 'C2307', 'C2323', 'C467', 'C2120', 'C486', 'C2375']"
2011-02-08 13:28:00,"['C1942', 'C985', 'C2583', 'C3746', 'C2873', 'C2024', 'C364', 'C1721', 'C1396', 'C2689', 'C437', 'C185', 'C2085', 'C176']"
2011-02-08 13:28:00,"['C407', 'C1796', 'C2883', 'C1038', 'C3749', 'C2191', 'C3030', 'C2522', 'C2922', 'C1382', 'C2522', 'C681', 'C255', 'C3273', 'C985', 'C1942', 'C2710', 'C621', 'C1988', 'C3471', 'C3319', 'C1638', 'C1371', 'C1037', 'C3101', 'C3554', 'C1931', 'C3331', 'C3640', 'C756', 'C522', 'C2864', 'C910']"
2011-02-08 13:39:00,"['C395', 'C1716', 'C94', 'C1922', 'C3770', 'C3406', 'C831', 'C585', 'C2988', 'C1334', 'C1894', 'C3566', 'C2801']"
2011-02-08 14:06:00,"['C2005', 'C1255', 'C3034', 'C2381', 'C517', 'C3407', 'C1769', 'C891', 'C1630', 'C1760', 'C2860', 'C1555', 'C2094', 'C3094', 'C3529', 'C1825', 'C2481', 'C3051', 'C2794', 'C1720', 'C955', 'C2872', 'C45', 'C2056', 'C2022', 'C2162', 'C1548', 'C3052', 'C3301', 'C2677', 'C3548', 'C2575', 'C2511']"
2011-02-08 14:15:00,"['C1830', 'C3746', 'C287', 'C1595', 'C2903', 'C3812', 'C1721', 'C1396', 'C1320', 'C2215']"
2011-02-08 14:34:00,"['C3126', 'C1964', 'C2162', 'C1322', 'C2013', 'C2649', 'C1585', 'C385', 'C293', 'C2908', 'C748', 'C1483', 'C3638', 'C3276', 'C2840', 'C348', 'C2791', 'C1583', 'C3806', 'C1555']"
2011-02-08 14:45:00,"['C2263', 'C2607', 'C1594', 'C3564', 'C3642', 'C1779', 'C2556', 'C1804', 'C102', 'C1167', 'C2193', 'C1347', 'C1827', 'C1739', 'C3091', 'C3530', 'C2474', 'C2430', 'C2127', 'C2152', 'C1371', 'C3359', 'C2191', 'C927', 'C2494', 'C20', 'C1876', 'C560']"
2011-02-08 14:58:00,"['C558', 'C2781', 'C3048', 'C2820', 'C3754', 'C1093', 'C474', 'C157', 'C566', 'C822', 'C89', 'C3807', 'C3202', 'C2640', 'C1648', 'C3153', 'C177', 'C1702', 'C2267', 'C3001', 'C1758', 'C2808', 'C1830', 'C3387', 'C359', 'C2860', 'C2740', 'C3113', 'C1398', 'C328', 'C3591', 'C1920', 'C364', 'C2561', 'C87', 'C1603', 'C1963', 'C3063', 'C3428', 'C1779', 'C399', 'C1951', 'C1134', 'C2085', 'C3140', 'C104', 'C383', 'C3777', 'C1199', 'C3746', 'C2873', 'C2689', 'C1721', 'C3220', 'C900', 'C284', 'C925', 'C202', 'C910', 'C1372', 'C2653', 'C3431', 'C3812', 'C1396', 'C3097', 'C1424', 'C3774', 'C1574', 'C1792', 'C3557']"
2011-02-08 15:09:00,"['C3376', 'C1953', 'C1555', 'C1924', 'C2511', 'C893', 'C3407', 'C372', 'C929', 'C2777', 'C407', 'C1894', 'C2519', 'C904', 'C2070', 'C2955', 'C731', 'C2475', 'C1028', 'C1039', 'C2522', 'C2191', 'C681', 'C1382', 'C3689', 'C3520', 'C2761', 'C1609', 'C2410', 'C118', 'C2023', 'C1035', 'C1938', 'C2620', 'C3358', 'C1754', 'C1964', 'C1420', 'C3456', 'C1295', 'C2541', 'C3002', 'C2307', 'C1402', 'C2552', 'C1943', 'C2360', 'C2777', 'C3637', 'C2082', 'C3680', 'C106']"
2011-02-08 15:24:00,"['C2430', 'C446', 'C1124', 'C1894', 'C3054', 'C2818', 'C3382', 'C2786', 'C3060', 'C2468', 'C3496', 'C2579', 'C2730', 'C3453', 'C2120', 'C3679', 'C2973']"
2011-02-08 15:38:00,"['C2152', 'C1035', 'C2988', 'C3542', 'C3680', 'C1740', 'C2720']"
2011-02-08 15:48:00,"['C393', 'C2993', 'C560']"
2011-02-08 16:25:00,"['C2699', 'C3728', 'C437', 'C1924', 'C3602', 'C552', 'C957', 'C1358', 'C1927', 'C2906', 'C3289', 'C3578', 'C1609', 'C2761', 'C1249', 'C1228', 'C1273', 'C469', 'C2162']"
2011-02-08 17:16:00,"['C1878', 'C3303', 'C1478', 'C2620', 'C1415', 'C279', 'C1483', 'C776']"
2011-02-09 09:10:00,"['C3586', 'C3554', 'C1581', 'C3533', 'C2828']"
2011-02-09 10:11:00,"['C2399', 'C3290', 'C426', 'C2264', 'C1199', 'C1035', 'C1389', 'C2898', 'C2442', 'C2162', 'C3727', 'C503', 'C1050', 'C897', 'C378', 'C3542', 'C2689', 'C3746', 'C1721', 'C2873', 'C2117', 'C2024', 'C1942', 'C612', 'C770', 'C2358', 'C176']"
2011-02-09 10:19:00,"['C1594', 'C3586', 'C320', 'C1124', 'C1756', 'C3319', 'C1801', 'C3598']"
2011-02-09 10:24:00,"['C1594', 'C3642', 'C2165', 'C1756', 'C3319', 'C385', 'C1924', 'C626', 'C3496', 'C155', 'C2009', 'C2990', 'C1114', 'C364', 'C349', 'C1239', 'C2191', 'C446', 'C3533', 'C2620', 'C2973', 'C2307', 'C2360', 'C957', 'C52', 'C1953', 'C1578']"
2011-02-09 10:25:00,"['C3516', 'C2937', 'C3496', 'C2165', 'C3319', 'C1756', 'C3562', 'C2009', 'C2990', 'C3642', 'C2757']"
2011-02-09 10:41:00,"['C1443', 'C1947', 'C2215', 'C2393', 'C3305', 'C503', 'C237', 'C514', 'C2391', 'C2857', 'C1074', 'C1607', 'C176']"
2011-02-09 10:49:00,"['C148', 'C2191', 'C2792', 'C1371', 'C2908', 'C1760', 'C2575', 'C1246', 'C2694', 'C118', 'C3520', 'C2023', 'C208', 'C1609', 'C2', 'C472', 'C2575', 'C3354', 'C3774', 'C2092', 'C3642', 'C3551', 'C3711', 'C3516', 'C1077']"
2011-02-09 11:21:00,"['C3197', 'C3689', 'C1874', 'C650', 'C3001', 'C3574', 'C3036', 'C1347', 'C2393', 'C1710', 'C2233', 'C500', 'C1945', 'C393', 'C3352', 'C3500', 'C1145', 'C490', 'C3727', 'C2385', 'C312', 'C2989', 'C3268', 'C2905', 'C931', 'C46', 'C2854', 'C560', 'C364', 'C1663', 'C3126', 'C1751', 'C1595', 'C1831', 'C1327', 'C1239', 'C503', 'C3305', 'C3220', 'C2478', 'C891', 'C1084', 'C2191', 'C3746', 'C2358', 'C287', 'C1349', 'C284']"
2011-02-09 11:38:00,"['C3539', 'C284', 'C3428', 'C1721', 'C2689', 'C3219', 'C904', 'C2955', 'C2070', 'C1571', 'C3711', 'C2102', 'C255', 'C1942', 'C3273', 'C985', 'C1926', 'C770', 'C2352', 'C2083']"
2011-02-09 12:07:00,"['C1946', 'C655', 'C1804']"
2011-02-09 12:08:00,"['C2191', 'C3030', 'C490', 'C3219', 'C2070', 'C904', 'C2955', 'C1184', 'C12', 'C1382', 'C3689']"
2011-02-09 12:16:00,"['C3188', 'C621', 'C3376', 'C3313', 'C2233', 'C1739', 'C407', 'C1894', 'C3637']"
2011-02-09 13:25:00,"['C2710', 'C621', 'C1340', 'C2873', 'C1398', 'C1553', 'C1035', 'C1320', 'C2846', 'C289', 'C296', 'C529', 'C1555']"
2011-02-09 13:37:00,"['C279', 'C826', 'C3801', 'C1207', 'C3370', 'C2547', 'C1711', 'C439', 'C3027', 'C3057', 'C3670', 'C1420', 'C1742', 'C1702', 'C3066', 'C3555', 'C439', 'C1483', 'C3143', 'C2150', 'C2913', 'C3256', 'C1114', 'C3506', 'C3566', 'C1920', 'C3197', 'C370', 'C3698', 'C1895', 'C3359', 'C528', 'C2838', 'C1643', 'C1785', 'C1894', 'C3054', 'C1989', 'C417', 'C2099', 'C3190', 'C765', 'C583', 'C3215', 'C593', 'C3712', 'C2999', 'C2588', 'C1520', 'C1294', 'C162', 'C701', 'C3660', 'C2042', 'C2645', 'C1326', 'C1003', 'C2055', 'C435', 'C3037', 'C2627']"
2011-02-09 13:50:00,"['C2022', 'C1124', 'C446', 'C1564', 'C176']"
2011-02-09 13:57:00,"['C1260', 'C1571', 'C3711', 'C2102', 'C225', 'C1414', 'C397', 'C3030', 'C12', 'C2240', 'C1594', 'C3359', 'C2430', 'C175', 'C407', 'C560', 'C393', 'C3595', 'C2652', 'C1022', 'C3601', 'C3354', 'C748', 'C1591', 'C3468']"
2011-02-09 14:18:00,"['C771', 'C2767', 'C2430', 'C1132', 'C3359', 'C39', 'C3675', 'C1283', 'C758', 'C3562', 'C2215']"
2011-02-09 14:44:00,"['C1293', 'C819', 'C3470', 'C508', 'C2446', 'C2908', 'C1625', 'C3496', 'C3376', 'C3679', 'C2043', 'C1351', 'C1266', 'C1671', 'C293', 'C1719', 'C238', 'C1213', 'C3453', 'C2736', 'C1636', 'C1124', 'C2720', 'C2651', 'C2533', 'C1638', 'C2361', 'C3235', 'C2336', 'C3698', 'C522', 'C837', 'C2402', 'C1607', 'C3471', 'C706', 'C2240', 'C2358', 'C2264', 'C176']"
2011-02-09 14:44:00,"['C1382', 'C2191', 'C3689', 'C2522', 'C1413', 'C1081', 'C947', 'C1408']"
2011-02-09 15:25:00,"['C3642', 'C1443', 'C2818', 'C202', 'C568', 'C1229', 'C2786', 'C1791', 'C1081', 'C2009', 'C2807', 'C142', 'C1830', 'C3649']"
2011-02-09 15:33:00,"['C240', 'C3323', 'C2426', 'C1374', 'C1078', 'C3402', 'C339', 'C3401', 'C3642', 'C1803', 'C679', 'C3760', 'C2935', 'C2771', 'C1871', 'C2781', 'C2946', 'C257', 'C852', 'C3641', 'C247', 'C2401', 'C1157', 'C967', 'C377', 'C1651', 'C573', 'C3591', 'C799', 'C601', 'C1313', 'C1668', 'C3541', 'C3130', 'C173', 'C1851', 'C1871']"
2011-02-09 16:57:00,"['C1718', 'C1873', 'C3769', 'C2520', 'C377', 'C2628', 'C247', 'C3799', 'C3350', 'C3376', 'C218', 'C1988', 'C1817', 'C1899', 'C1483', 'C96', 'C1609']"
2011-02-10 09:21:00,"['C3579', 'C1105', 'C3461', 'C2167', 'C115', 'C2020', 'C3533', 'C15', 'C2504', 'C2927', 'C78', 'C692', 'C3715', 'C2147', 'C1179', 'C2475', 'C174', 'C74', 'C1034', 'C1838']"
2011-02-10 09:29:00,"['C1081', 'C1200', 'C2836', 'C1038', 'C240']"
2011-02-10 09:43:00,"['C2710', 'C2777', 'C170', 'C983', 'C598', 'C176']"
2011-02-10 10:08:00,"['C1555', 'C3276', 'C3586', 'C2125', 'C2579', 'C502', 'C3408', 'C3671', 'C3044', 'C2954', 'C3596', 'C514', 'C626', 'C1243']"
2011-02-10 10:17:00,"['C1946', 'C407', 'C1894', 'C1271', 'C2828', 'C2710', 'C1551', 'C2430', 'C3359', 'C3680', 'C106', 'C3439']"
2011-02-10 10:18:00,"['C1132', 'C3420', 'C1932', 'C226', 'C2023', 'C1187', 'C3520', 'C2761', 'C1320', 'C3030', 'C2922', 'C2191', 'C12', 'C2215', 'C118', 'C3251', 'C626', 'C1243', 'C1898', 'C1039', 'C3439', 'C2603', 'C2636', 'C1968', 'C1012', 'C1594', 'C1947', 'C3591', 'C957', 'C3642', 'C1281', 'C3632', 'C2416', 'C889', 'C1056', 'C1565', 'C2415', 'C1581', 'C2990', 'C517', 'C2381', 'C2511', 'C893', 'C2575', 'C3651', 'C1760', 'C1124', 'C3376', 'C3496', 'C2777', 'C407', 'C2677', 'C1720', 'C1653', 'C1816', 'C641', 'C2204', 'C2327', 'C2740', 'C1578', 'C2749', 'C3408', 'C3426', 'C1912', 'C2391', 'C3516', 'C903', 'C106']"
2011-02-10 10:40:00,"['C2872', 'C3370', 'C3358', 'C2988', 'C1334', 'C1758', 'C3001', 'C2990', 'C2009', 'C2165', 'C3319', 'C1756', 'C1124', 'C2265', 'C1719', 'C102', 'C1876']"
2011-02-10 11:16:00,"['C1443', 'C2818', 'C293', 'C650', 'C1532', 'C3001', 'C364', 'C1815', 'C1281', 'C2416', 'C1039', 'C1526', 'C1286']"
2011-02-10 11:39:00,"['C673', 'C3746', 'C502', 'C3044', 'C2954', 'C3355', 'C3352', 'C285', 'C3646', 'C1250', 'C3516', 'C3214', 'C1198', 'C1903', 'C1947', 'C756']"
2011-02-10 11:40:00,"['C1776', 'C3484', 'C2798', 'C900', 'C2024']"
2011-02-10 11:44:00,"['C3156', 'C1947', 'C1643', 'C2903', 'C947', 'C2717', 'C647', 'C2809', 'C3101', 'C1037', 'C1371', 'C2710', 'C621', 'C2991', 'C1749', 'C1784', 'C3271', 'C1020', 'C3385']"
2011-02-10 11:46:00,"['C3533', 'C1124', 'C2470', 'C3548', 'C503']"
2011-02-10 11:57:00,"['C3188', 'C407', 'C552', 'C2905', 'C1191', 'C957', 'C3376', 'C866', 'C638', 'C628', 'C1555', 'C594', 'C1181', 'C1764']"
2011-02-10 12:13:00,"['C2689', 'C1721', 'C89', 'C3807', 'C393', 'C560', 'C953']"
2011-02-10 12:15:00,"['C2546', 'C3212', 'C731', 'C2504', 'C1976', 'C642', 'C2475', 'C2009', 'C72', 'C2323', 'C359', 'C3152', 'C1238', 'C1827', 'C1167', 'C654', 'C2005', 'C1182', 'C3310']"
2011-02-10 12:19:00,"['C293', 'C3734', 'C1108']"
